UPN,MATCHREF,CYPMD_ID,SURNAME,FORENAME,SEX,DOB,AGE,P_INCL,LAESTAB,URN,ENTRYDAT,SENF,LANG1ST,ETHNIC,ACTYRGRP,NEWMOBILE
A86040700076B,10075,000076,Taylor,Paula,F,2010-04-20,15,401,8502729,116234,2021-09-16,N,OTB,CHNE,11,1
A86040700077B,10076,000077,Taylor,Quinn,M,2010-05-21,15,403,8502729,116234,2021-09-17,N,REF,OOTH,10,0
A86040700078B,10077,000078,Taylor,Rachel,F,2010-06-22,15,414,8502729,116234,2021-09-18,N,NOT,REFU,11,0
A86040700079B,10078,000079,Taylor,Steven,M,2010-07-23,15,421,8502729,116234,2021-09-19,K,ENG,NOBT,10,0
A86040700080B,10079,000080,Taylor,Tina,F,2010-08-24,15,431,8502729,116234,2021-09-20,E,ENB,MOTH,11,0
A86040700081B,10080,000081,Brown,Alice,M,2010-09-25,14,401,8502729,116234,2021-09-01,N,OTH,WBRI,10,1
A86040700082B,10081,000082,Brown,Bob,F,2010-10-26,14,403,8502729,116234,2021-09-02,N,OTB,WBRI,11,0
A86040700083B,10082,000083,Brown,Charlie,M,2010-11-27,14,414,8502729,116234,2021-09-03,N,REF,WBRI,10,0
A86040700084B,10083,000084,Brown,Diana,F,2010-12-28,14,421,8502729,116234,2021-09-04,K,NOT,WBRI,11,0
A86040700085B,10084,000085,Brown,Edward,M,2010-01-01,15,431,8502729,116234,2021-09-05,E,ENG,WBRI,10,0
A86040700086B,10085,000086,Brown,Fiona,F,2010-02-02,15,401,8502729,116234,2021-09-06,N,ENB,WIRI,11,1
A86040700087B,10086,000087,Brown,George,M,2010-03-03,15,403,8502729,116234,2021-09-07,N,OTH,WOTH,10,0
A86040700088B,10087,000088,Brown,Hannah,F,2010-04-04,15,414,8502729,116234,2021-09-08,N,OTB,MWBC,11,0
A86040700089B,10088,000089,Brown,Ian,M,2010-05-05,15,421,8502729,116234,2021-09-09,K,REF,MWBA,10,0
A86040700090B,10089,000090,Brown,Julia,F,2010-06-06,15,431,8502729,116234,2021-09-10,E,NOT,MWAS,11,0
A86040700091B,10090,000091,Brown,Kevin,M,2010-07-07,15,401,8502729,116234,2021-09-11,N,ENG,AIND,10,1
A86040700092B,10091,000092,Brown,Laura,F,2010-08-08,15,403,8502729,116234,2021-09-12,N,ENB,APKN,11,0
A86040700093B,10092,000093,Brown,Michael,M,2010-09-09,14,414,8502729,116234,2021-09-13,N,OTH,ABAN,10,0
A86040700094B,10093,000094,Brown,Nina,F,2010-10-10,14,421,8502729,116234,2021-09-14,K,OTB,BCRB,11,0
A86040700095B,10094,000095,Brown,Oscar,M,2010-11-11,14,431,8502729,116234,2021-09-15,E,REF,BAFR,10,0
A86040700096B,10095,000096,Brown,Paula,F,2010-12-12,14,401,8502729,116234,2021-09-16,N,NOT,CHNE,11,1
A86040700097B,10096,000097,Brown,Quinn,M,2010-01-13,15,403,8502729,116234,2021-09-17,N,ENG,OOTH,10,0
A86040700098B,10097,000098,Brown,Rachel,F,2010-02-14,15,414,8502729,116234,2021-09-18,N,ENB,REFU,11,0
A86040700099B,10098,000099,Brown,Steven,M,2010-03-15,15,421,8502729,116234,2021-09-19,K,OTH,NOBT,10,0
A86040700100B,10099,000100,Brown,Tina,F,2010-04-16,15,431,8502729,116234,2021-09-20,E,OTB,MOTH,11,0
A86040700101B,10100,000101,Davies,Alice,M,2010-05-17,15,401,8502729,116234,2021-09-01,N,REF,WBRI,10,1
A86040700102B,10101,000102,Davies,Bob,F,2010-06-18,15,403,8502729,116234,2021-09-02,N,NOT,WBRI,11,0
A86040700103B,10102,000103,Davies,Charlie,M,2010-07-19,15,414,8502729,116234,2021-09-03,N,ENG,WBRI,10,0
A86040700104B,10103,000104,Davies,Diana,F,2010-08-20,15,421,8502729,116234,2021-09-04,K,ENB,WBRI,11,0
A86040700105B,10104,000105,Davies,Edward,M,2010-09-21,14,431,8502729,116234,2021-09-05,E,OTH,WBRI,10,0
A86040700106B,10105,000106,Davies,Fiona,F,2010-10-22,14,401,8502729,116234,2021-09-06,N,OTB,WIRI,11,1
A86040700107B,10106,000107,Davies,George,M,2010-11-23,14,403,8502729,116234,2021-09-07,N,REF,WOTH,10,0
A86040700108B,10107,000108,Davies,Hannah,F,2010-12-24,14,414,8502729,116234,2021-09-08,N,NOT,MWBC,11,0
A86040700109B,10108,000109,Davies,Ian,M,2010-01-25,15,421,8502729,116234,2021-09-09,K,ENG,MWBA,10,0
A86040700110B,10109,000110,Davies,Julia,F,2010-02-26,15,431,8502729,116234,2021-09-10,E,ENB,MWAS,11,0
A86040700111B,10110,000111,Davies,Kevin,M,2010-03-27,15,401,8502729,116234,2021-09-11,N,OTH,AIND,10,1
A86040700112B,10111,000112,Davies,Laura,F,2010-04-28,15,403,8502729,116234,2021-09-12,N,OTB,APKN,11,0
A86040700113B,10112,000113,Davies,Michael,M,2010-05-01,15,414,8502729,116234,2021-09-13,N,REF,ABAN,10,0
A86040700114B,10113,000114,Davies,Nina,F,2010-06-02,15,421,8502729,116234,2021-09-14,K,NOT,BCRB,11,0
A86040700115B,10114,000115,Davies,Oscar,M,2010-07-03,15,431,8502729,116234,2021-09-15,E,ENG,BAFR,10,0
A86040700116B,10115,000116,Davies,Paula,F,2010-08-04,15,401,8502729,116234,2021-09-16,N,ENB,CHNE,11,1
A86040700117B,10116,000117,Davies,Quinn,M,2010-09-05,14,403,8502729,116234,2021-09-17,N,OTH,OOTH,10,0
A86040700118B,10117,000118,Davies,Rachel,F,2010-10-06,14,414,8502729,116234,2021-09-18,N,OTB,REFU,11,0
A86040700119B,10118,000119,Davies,Steven,M,2010-11-07,14,421,8502729,116234,2021-09-19,K,REF,NOBT,10,0
A86040700120B,10119,000120,Davies,Tina,F,2010-12-08,14,431,8502729,116234,2021-09-20,E,NOT,MOTH,11,0
A86040700001B,10000,000001,Smith,Alice,M,2010-01-01,15,401,8604070,142313,2021-09-01,N,ENG,WBRI,10,1
A86040700002B,10001,000002,Smith,Bob,F,2010-02-02,15,403,8604070,142313,2021-09-02,N,ENB,WBRI,11,0
A86040700003B,10002,000003,Smith,Charlie,M,2010-03-03,15,414,8604070,142313,2021-09-03,N,OTH,WBRI,10,0
A86040700004B,10003,000004,Smith,Diana,F,2010-04-04,15,421,8604070,142313,2021-09-04,K,OTB,WBRI,11,0
A86040700005B,10004,000005,Smith,Edward,M,2010-05-05,15,431,8604070,142313,2021-09-05,E,REF,WBRI,10,0
A86040700006B,10005,000006,Smith,Fiona,F,2010-06-06,15,401,8604070,142313,2021-09-06,N,NOT,WIRI,11,1
A86040700007B,10006,000007,Smith,George,M,2010-07-07,15,403,8604070,142313,2021-09-07,N,ENG,WOTH,10,0
A86040700008B,10007,000008,Smith,Hannah,F,2010-08-08,15,414,8604070,142313,2021-09-08,N,ENB,MWBC,11,0
A86040700009B,10008,000009,Smith,Ian,M,2010-09-09,14,421,8604070,142313,2021-09-09,K,OTH,MWBA,10,0
A86040700010B,10009,000010,Smith,Julia,F,2010-10-10,14,431,8604070,142313,2021-09-10,E,OTB,MWAS,11,0
A86040700011B,10010,000011,Smith,Kevin,M,2010-11-11,14,401,8604070,142313,2021-09-11,N,REF,AIND,10,1
A86040700012B,10011,000012,Smith,Laura,F,2010-12-12,14,403,8604070,142313,2021-09-12,N,NOT,APKN,11,0
A86040700013B,10012,000013,Smith,Michael,M,2010-01-13,15,414,8604070,142313,2021-09-13,N,ENG,ABAN,10,0
A86040700014B,10013,000014,Smith,Nina,F,2010-02-14,15,421,8604070,142313,2021-09-14,K,ENB,BCRB,11,0
A86040700015B,10014,000015,Smith,Oscar,M,2010-03-15,15,431,8604070,142313,2021-09-15,E,OTH,BAFR,10,0
A86040700016B,10015,000016,Smith,Paula,F,2010-04-16,15,401,8604070,142313,2021-09-16,N,OTB,CHNE,11,1
A86040700017B,10016,000017,Smith,Quinn,M,2010-05-17,15,403,8604070,142313,2021-09-17,N,REF,OOTH,10,0
A86040700018B,10017,000018,Smith,Rachel,F,2010-06-18,15,414,8604070,142313,2021-09-18,N,NOT,REFU,11,0
A86040700019B,10018,000019,Smith,Steven,M,2010-07-19,15,421,8604070,142313,2021-09-19,K,ENG,NOBT,10,0
A86040700020B,10019,000020,Smith,Tina,F,2010-08-20,15,431,8604070,142313,2021-09-20,E,ENB,MOTH,11,0
A86040700021B,10020,000021,Jones,Alice,M,2010-09-21,14,401,8604070,142313,2021-09-01,N,OTH,WBRI,10,1
A86040700022B,10021,000022,Jones,Bob,F,2010-10-22,14,403,8604070,142313,2021-09-02,N,OTB,WBRI,11,0
A86040700023B,10022,000023,Jones,Charlie,M,2010-11-23,14,414,8604070,142313,2021-09-03,N,REF,WBRI,10,0
A86040700024B,10023,000024,Jones,Diana,F,2010-12-24,14,421,8604070,142313,2021-09-04,K,NOT,WBRI,11,0
A86040700025B,10024,000025,Jones,Edward,M,2010-01-25,15,431,8604070,142313,2021-09-05,E,ENG,WBRI,10,0
A86040700026B,10025,000026,Jones,Fiona,F,2010-02-26,15,401,8604070,142313,2021-09-06,N,ENB,WIRI,11,1
A86040700027B,10026,000027,Jones,George,M,2010-03-27,15,403,8604070,142313,2021-09-07,N,OTH,WOTH,10,0
A86040700028B,10027,000028,Jones,Hannah,F,2010-04-28,15,414,8604070,142313,2021-09-08,N,OTB,MWBC,11,0
A86040700029B,10028,000029,Jones,Ian,M,2010-05-01,15,421,8604070,142313,2021-09-09,K,REF,MWBA,10,0
A86040700030B,10029,000030,Jones,Julia,F,2010-06-02,15,431,8604070,142313,2021-09-10,E,NOT,MWAS,11,0
A86040700031B,10030,000031,Jones,Kevin,M,2010-07-03,15,401,8604070,142313,2021-09-11,N,ENG,AIND,10,1
A86040700032B,10031,000032,Jones,Laura,F,2010-08-04,15,403,8604070,142313,2021-09-12,N,ENB,APKN,11,0
A86040700033B,10032,000033,Jones,Michael,M,2010-09-05,14,414,8604070,142313,2021-09-13,N,OTH,ABAN,10,0
A86040700034B,10033,000034,Jones,Nina,F,2010-10-06,14,421,8604070,142313,2021-09-14,K,OTB,BCRB,11,0
A86040700035B,10034,000035,Jones,Oscar,M,2010-11-07,14,431,8604070,142313,2021-09-15,E,REF,BAFR,10,0
A86040700036B,10035,000036,Jones,Paula,F,2010-12-08,14,401,8604070,142313,2021-09-16,N,NOT,CHNE,11,1
A86040700037B,10036,000037,Jones,Quinn,M,2010-01-09,15,403,8604070,142313,2021-09-17,N,ENG,OOTH,10,0
A86040700038B,10037,000038,Jones,Rachel,F,2010-02-10,15,414,8604070,142313,2021-09-18,N,ENB,REFU,11,0
A86040700039B,10038,000039,Jones,Steven,M,2010-03-11,15,421,8604070,142313,2021-09-19,K,OTH,NOBT,10,0
A86040700040B,10039,000040,Jones,Tina,F,2010-04-12,15,431,8604070,142313,2021-09-20,E,OTB,MOTH,11,0
A86040700041B,10040,000041,Williams,Alice,M,2010-05-13,15,401,8604070,142313,2021-09-01,N,REF,WBRI,10,1
A86040700042B,10041,000042,Williams,Bob,F,2010-06-14,15,403,8604070,142313,2021-09-02,N,NOT,WBRI,11,0
A86040700043B,10042,000043,Williams,Charlie,M,2010-07-15,15,414,8604070,142313,2021-09-03,N,ENG,WBRI,10,0
A86040700044B,10043,000044,Williams,Diana,F,2010-08-16,15,421,8604070,142313,2021-09-04,K,ENB,WBRI,11,0
A86040700045B,10044,000045,Williams,Edward,M,2010-09-17,14,431,8604070,142313,2021-09-05,E,OTH,WBRI,10,0
A86040700046B,10045,000046,Williams,Fiona,F,2010-10-18,14,401,8604070,142313,2021-09-06,N,OTB,WIRI,11,1
A86040700047B,10046,000047,Williams,George,M,2010-11-19,14,403,8604070,142313,2021-09-07,N,REF,WOTH,10,0
A86040700048B,10047,000048,Williams,Hannah,F,2010-12-20,14,414,8604070,142313,2021-09-08,N,NOT,MWBC,11,0
A86040700049B,10048,000049,Williams,Ian,M,2010-01-21,15,421,8604070,142313,2021-09-09,K,ENG,MWBA,10,0
A86040700050B,10049,000050,Williams,Julia,F,2010-02-22,15,431,8604070,142313,2021-09-10,E,ENB,MWAS,11,0
A86040700051B,10050,000051,Williams,Kevin,M,2010-03-23,15,401,8604070,142313,2021-09-11,N,OTH,AIND,10,1
A86040700052B,10051,000052,Williams,Laura,F,2010-04-24,15,403,8604070,142313,2021-09-12,N,OTB,APKN,11,0
A86040700053B,10052,000053,Williams,Michael,M,2010-05-25,15,414,8604070,142313,2021-09-13,N,REF,ABAN,10,0
A86040700054B,10053,000054,Williams,Nina,F,2010-06-26,15,421,8604070,142313,2021-09-14,K,NOT,BCRB,11,0
A86040700055B,10054,000055,Williams,Oscar,M,2010-07-27,15,431,8604070,142313,2021-09-15,E,ENG,BAFR,10,0
A86040700056B,10055,000056,Williams,Paula,F,2010-08-28,15,401,8604070,142313,2021-09-16,N,ENB,CHNE,11,1
A86040700057B,10056,000057,Williams,Quinn,M,2010-09-01,14,403,8604070,142313,2021-09-17,N,OTH,OOTH,10,0
A86040700058B,10057,000058,Williams,Rachel,F,2010-10-02,14,414,8604070,142313,2021-09-18,N,OTB,REFU,11,0
A86040700059B,10058,000059,Williams,Steven,M,2010-11-03,14,421,8604070,142313,2021-09-19,K,REF,NOBT,10,0
A86040700060B,10059,000060,Williams,Tina,F,2010-12-04,14,431,8604070,142313,2021-09-20,E,NOT,MOTH,11,0
A86040700061B,10060,000061,Taylor,Alice,M,2010-01-05,15,401,8604070,142313,2021-09-01,N,ENG,WBRI,10,1
A86040700062B,10061,000062,Taylor,Bob,F,2010-02-06,15,403,8604070,142313,2021-09-02,N,ENB,WBRI,11,0
A86040700063B,10062,000063,Taylor,Charlie,M,2010-03-07,15,414,8604070,142313,2021-09-03,N,OTH,WBRI,10,0
A86040700064B,10063,000064,Taylor,Diana,F,2010-04-08,15,421,8604070,142313,2021-09-04,K,OTB,WBRI,11,0
A86040700065B,10064,000065,Taylor,Edward,M,2010-05-09,15,431,8604070,142313,2021-09-05,E,REF,WBRI,10,0
A86040700066B,10065,000066,Taylor,Fiona,F,2010-06-10,15,401,8604070,142313,2021-09-06,N,NOT,WIRI,11,1
A86040700067B,10066,000067,Taylor,George,M,2010-07-11,15,403,8604070,142313,2021-09-07,N,ENG,WOTH,10,0
A86040700068B,10067,000068,Taylor,Hannah,F,2010-08-12,15,414,8604070,142313,2021-09-08,N,ENB,MWBC,11,0
A86040700069B,10068,000069,Taylor,Ian,M,2010-09-13,14,421,8604070,142313,2021-09-09,K,OTH,MWBA,10,0
A86040700070B,10069,000070,Taylor,Julia,F,2010-10-14,14,431,8604070,142313,2021-09-10,E,OTB,MWAS,11,0
A86040700071B,10070,000071,Taylor,Kevin,M,2010-11-15,14,401,8604070,142313,2021-09-11,N,REF,AIND,10,1
A86040700072B,10071,000072,Taylor,Laura,F,2010-12-16,14,403,8604070,142313,2021-09-12,N,NOT,APKN,11,0
A86040700073B,10072,000073,Taylor,Michael,M,2010-01-17,15,414,8604070,142313,2021-09-13,N,ENG,ABAN,10,0
A86040700074B,10073,000074,Taylor,Nina,F,2010-02-18,15,421,8604070,142313,2021-09-14,K,ENB,BCRB,11,0
A86040700075B,10074,000075,Taylor,Oscar,M,2010-03-19,15,431,8604070,142313,2021-09-15,E,OTH,BAFR,10,0
A86040700076B,10075,000076,Taylor,Paula,F,2010-04-20,15,401,8604070,142313,2021-09-16,N,OTB,CHNE,11,1
A86040700077B,10076,000077,Taylor,Quinn,M,2010-05-21,15,403,8604070,142313,2021-09-17,N,REF,OOTH,10,0
A86040700078B,10077,000078,Taylor,Rachel,F,2010-06-22,15,414,8604070,142313,2021-09-18,N,NOT,REFU,11,0
A86040700079B,10078,000079,Taylor,Steven,M,2010-07-23,15,421,8604070,142313,2021-09-19,K,ENG,NOBT,10,0
A86040700080B,10079,000080,Taylor,Tina,F,2010-08-24,15,431,8604070,142313,2021-09-20,E,ENB,MOTH,11,0
A86040700081B,10080,000081,Brown,Alice,M,2010-09-25,14,401,8604070,142313,2021-09-01,N,OTH,WBRI,10,1
A86040700082B,10081,000082,Brown,Bob,F,2010-10-26,14,403,8604070,142313,2021-09-02,N,OTB,WBRI,11,0
A86040700083B,10082,000083,Brown,Charlie,M,2010-11-27,14,414,8604070,142313,2021-09-03,N,REF,WBRI,10,0
A86040700084B,10083,000084,Brown,Diana,F,2010-12-28,14,421,8604070,142313,2021-09-04,K,NOT,WBRI,11,0
A86040700085B,10084,000085,Brown,Edward,M,2010-01-01,15,431,8604070,142313,2021-09-05,E,ENG,WBRI,10,0
A86040700086B,10085,000086,Brown,Fiona,F,2010-02-02,15,401,8604070,142313,2021-09-06,N,ENB,WIRI,11,1
A86040700087B,10086,000087,Brown,George,M,2010-03-03,15,403,8604070,142313,2021-09-07,N,OTH,WOTH,10,0
A86040700088B,10087,000088,Brown,Hannah,F,2010-04-04,15,414,8604070,142313,2021-09-08,N,OTB,MWBC,11,0
A86040700089B,10088,000089,Brown,Ian,M,2010-05-05,15,421,8604070,142313,2021-09-09,K,REF,MWBA,10,0
A86040700090B,10089,000090,Brown,Julia,F,2010-06-06,15,431,8604070,142313,2021-09-10,E,NOT,MWAS,11,0
A86040700091B,10090,000091,Brown,Kevin,M,2010-07-07,15,401,8604070,142313,2021-09-11,N,ENG,AIND,10,1
A86040700092B,10091,000092,Brown,Laura,F,2010-08-08,15,403,8604070,142313,2021-09-12,N,ENB,APKN,11,0
A86040700093B,10092,000093,Brown,Michael,M,2010-09-09,14,414,8604070,142313,2021-09-13,N,OTH,ABAN,10,0
A86040700094B,10093,000094,Brown,Nina,F,2010-10-10,14,421,8604070,142313,2021-09-14,K,OTB,BCRB,11,0
A86040700095B,10094,000095,Brown,Oscar,M,2010-11-11,14,431,8604070,142313,2021-09-15,E,REF,BAFR,10,0
A86040700096B,10095,000096,Brown,Paula,F,2010-12-12,14,401,8604070,142313,2021-09-16,N,NOT,CHNE,11,1
A86040700097B,10096,000097,Brown,Quinn,M,2010-01-13,15,403,8604070,142313,2021-09-17,N,ENG,OOTH,10,0
A86040700098B,10097,000098,Brown,Rachel,F,2010-02-14,15,414,8604070,142313,2021-09-18,N,ENB,REFU,11,0
A86040700099B,10098,000099,Brown,Steven,M,2010-03-15,15,421,8604070,142313,2021-09-19,K,OTH,NOBT,10,0
A86040700100B,10099,000100,Brown,Tina,F,2010-04-16,15,431,8604070,142313,2021-09-20,E,OTB,MOTH,11,0
A86040700101B,10100,000101,Davies,Alice,M,2010-05-17,15,401,8604070,142313,2021-09-01,N,REF,WBRI,10,1
A86040700102B,10101,000102,Davies,Bob,F,2010-06-18,15,403,8604070,142313,2021-09-02,N,NOT,WBRI,11,0
A86040700103B,10102,000103,Davies,Charlie,M,2010-07-19,15,414,8604070,142313,2021-09-03,N,ENG,WBRI,10,0
A86040700104B,10103,000104,Davies,Diana,F,2010-08-20,15,421,8604070,142313,2021-09-04,K,ENB,WBRI,11,0
A86040700105B,10104,000105,Davies,Edward,M,2010-09-21,14,431,8604070,142313,2021-09-05,E,OTH,WBRI,10,0
A86040700106B,10105,000106,Davies,Fiona,F,2010-10-22,14,401,8604070,142313,2021-09-06,N,OTB,WIRI,11,1
A86040700107B,10106,000107,Davies,George,M,2010-11-23,14,403,8604070,142313,2021-09-07,N,REF,WOTH,10,0
A86040700108B,10107,000108,Davies,Hannah,F,2010-12-24,14,414,8604070,142313,2021-09-08,N,NOT,MWBC,11,0
A86040700109B,10108,000109,Davies,Ian,M,2010-01-25,15,421,8604070,142313,2021-09-09,K,ENG,MWBA,10,0
A86040700110B,10109,000110,Davies,Julia,F,2010-02-26,15,431,8604070,142313,2021-09-10,E,ENB,MWAS,11,0
A86040700111B,10110,000111,Davies,Kevin,M,2010-03-27,15,401,8604070,142313,2021-09-11,N,OTH,AIND,10,1
A86040700112B,10111,000112,Davies,Laura,F,2010-04-28,15,403,8604070,142313,2021-09-12,N,OTB,APKN,11,0
A86040700113B,10112,000113,Davies,Michael,M,2010-05-01,15,414,8604070,142313,2021-09-13,N,REF,ABAN,10,0
A86040700114B,10113,000114,Davies,Nina,F,2010-06-02,15,421,8604070,142313,2021-09-14,K,NOT,BCRB,11,0
A86040700115B,10114,000115,Davies,Oscar,M,2010-07-03,15,431,8604070,142313,2021-09-15,E,ENG,BAFR,10,0
A86040700116B,10115,000116,Davies,Paula,F,2010-08-04,15,401,8604070,142313,2021-09-16,N,ENB,CHNE,11,1
A86040700117B,10116,000117,Davies,Quinn,M,2010-09-05,14,403,8604070,142313,2021-09-17,N,OTH,OOTH,10,0
A86040700118B,10117,000118,Davies,Rachel,F,2010-10-06,14,414,8604070,142313,2021-09-18,N,OTB,REFU,11,0
A86040700119B,10118,000119,Davies,Steven,M,2010-11-07,14,421,8604070,142313,2021-09-19,K,REF,NOBT,10,0
A86040700120B,10119,000120,Davies,Tina,F,2010-12-08,14,431,8604070,142313,2021-09-20,E,NOT,MOTH,11,0
A86040700201B,10200,000201,Johnson,Alice,M,2010-01-01,15,402,8604070,142313,2021-09-01,N,ENG,WBRI,10,1
A86040700202B,10201,000202,Johnson,Bob,F,2010-02-02,15,404,8604070,142313,2021-09-02,N,ENB,WBRI,11,0
A86040700203B,10202,000203,Johnson,Charlie,M,2010-03-03,15,407,8604070,142313,2021-09-03,N,OTH,WBRI,10,0
A86040700204B,10203,000204,Johnson,Diana,F,2010-04-04,15,408,8604070,142313,2021-09-04,K,OTB,WBRI,11,0
A86040700205B,10204,000205,Johnson,Edward,M,2010-05-05,15,410,8604070,142313,2021-09-05,E,REF,WBRI,10,0
A86040700206B,10205,000206,Johnson,Fiona,F,2010-06-06,15,413,8604070,142313,2021-09-06,N,NOT,WIRI,11,1
A86040700207B,10206,000207,Johnson,George,M,2010-07-07,15,422,8604070,142313,2021-09-07,N,ENG,WOTH,10,0
A86040700208B,10207,000208,Johnson,Hannah,F,2010-08-08,15,430,8604070,142313,2021-09-08,N,ENB,MWBC,11,0
A86040700209B,10208,000209,Johnson,Ian,M,2010-09-09,14,402,8604070,142313,2021-09-09,K,OTH,MWBA,10,0
A86040700210B,10209,000210,Johnson,Julia,F,2010-10-10,14,404,8604070,142313,2021-09-10,E,OTB,MWAS,11,0
A86040700211B,10210,000211,Johnson,Kevin,M,2010-11-11,14,407,8604070,142313,2021-09-11,N,REF,AIND,10,1
A86040700212B,10211,000212,Johnson,Laura,F,2010-12-12,14,408,8604070,142313,2021-09-12,N,NOT,APKN,11,0
A86040700213B,10212,000213,Johnson,Michael,M,2010-01-13,15,410,8604070,142313,2021-09-13,N,ENG,ABAN,10,0
A86040700214B,10213,000214,Johnson,Nina,F,2010-02-14,15,413,8604070,142313,2021-09-14,K,ENB,BCRB,11,0
A86040700215B,10214,000215,Johnson,Oscar,M,2010-03-15,15,422,8604070,142313,2021-09-15,E,OTH,BAFR,10,0
A86040700216B,10215,000216,Johnson,Paula,F,2010-04-16,15,430,8604070,142313,2021-09-16,N,OTB,CHNE,11,1
A86040700217B,10216,000217,Johnson,Quinn,M,2010-05-17,15,402,8604070,142313,2021-09-17,N,REF,OOTH,10,0
A86040700218B,10217,000218,Johnson,Rachel,F,2010-06-18,15,404,8604070,142313,2021-09-18,N,NOT,REFU,11,0
A86040700219B,10218,000219,Johnson,Steven,M,2010-07-19,15,407,8604070,142313,2021-09-19,K,ENG,NOBT,10,0
A86040700220B,10219,000220,Johnson,Tina,F,2010-08-20,15,408,8604070,142313,2021-09-20,E,ENB,MOTH,11,0
A86040700221B,10220,000221,Lewis,Alice,M,2010-09-21,14,410,8604070,142313,2021-09-01,N,OTH,WBRI,10,1
A86040700222B,10221,000222,Lewis,Bob,F,2010-10-22,14,413,8604070,142313,2021-09-02,N,OTB,WBRI,11,0
A86040700223B,10222,000223,Lewis,Charlie,M,2010-11-23,14,422,8604070,142313,2021-09-03,N,REF,WBRI,10,0
A86040700224B,10223,000224,Lewis,Diana,F,2010-12-24,14,430,8604070,142313,2021-09-04,K,NOT,WBRI,11,0
A86040700225B,10224,000225,Lewis,Edward,M,2010-01-25,15,402,8604070,142313,2021-09-05,E,ENG,WBRI,10,0
A86040700226B,10225,000226,Lewis,Fiona,F,2010-02-26,15,404,8604070,142313,2021-09-06,N,ENB,WIRI,11,1
A86040700227B,10226,000227,Lewis,George,M,2010-03-27,15,407,8604070,142313,2021-09-07,N,OTH,WOTH,10,0
A86040700228B,10227,000228,Lewis,Hannah,F,2010-04-28,15,408,8604070,142313,2021-09-08,N,OTB,MWBC,11,0
A86040700229B,10228,000229,Lewis,Ian,M,2010-05-01,15,410,8604070,142313,2021-09-09,K,REF,MWBA,10,0
A86040700230B,10229,000230,Lewis,Julia,F,2010-06-02,15,413,8604070,142313,2021-09-10,E,NOT,MWAS,11,0
A86040700231B,10230,000231,Lewis,Kevin,M,2010-07-03,15,422,8604070,142313,2021-09-11,N,ENG,AIND,10,1
A86040700232B,10231,000232,Lewis,Laura,F,2010-08-04,15,430,8604070,142313,2021-09-12,N,ENB,APKN,11,0
A86040700233B,10232,000233,Lewis,Michael,M,2010-09-05,14,402,8604070,142313,2021-09-13,N,OTH,ABAN,10,0
A86040700234B,10233,000234,Lewis,Nina,F,2010-10-06,14,404,8604070,142313,2021-09-14,K,OTB,BCRB,11,0
A86040700235B,10234,000235,Lewis,Oscar,M,2010-11-07,14,407,8604070,142313,2021-09-15,E,REF,BAFR,10,0
A86040700236B,10235,000236,Lewis,Paula,F,2010-12-08,14,408,8604070,142313,2021-09-16,N,NOT,CHNE,11,1
A86040700237B,10236,000237,Lewis,Quinn,M,2010-01-09,15,410,8604070,142313,2021-09-17,N,ENG,OOTH,10,0
A86040700238B,10237,000238,Lewis,Rachel,F,2010-02-10,15,413,8604070,142313,2021-09-18,N,ENB,REFU,11,0
A86040700239B,10238,000239,Lewis,Steven,M,2010-03-11,15,422,8604070,142313,2021-09-19,K,OTH,NOBT,10,0
A86040700240B,10239,000240,Lewis,Tina,F,2010-04-12,15,430,8604070,142313,2021-09-20,E,OTB,MOTH,11,0
A86040700241B,10240,000241,Walker,Alice,M,2010-05-13,15,402,8604070,142313,2021-09-01,N,REF,WBRI,10,1
A86040700242B,10241,000242,Walker,Bob,F,2010-06-14,15,404,8604070,142313,2021-09-02,N,NOT,WBRI,11,0
A86040700243B,10242,000243,Walker,Charlie,M,2010-07-15,15,407,8604070,142313,2021-09-03,N,ENG,WBRI,10,0
A86040700244B,10243,000244,Walker,Diana,F,2010-08-16,15,408,8604070,142313,2021-09-04,K,ENB,WBRI,11,0
A86040700245B,10244,000245,Walker,Edward,M,2010-09-17,14,410,8604070,142313,2021-09-05,E,OTH,WBRI,10,0
A86040700246B,10245,000246,Walker,Fiona,F,2010-10-18,14,413,8604070,142313,2021-09-06,N,OTB,WIRI,11,1
A86040700247B,10246,000247,Walker,George,M,2010-11-19,14,422,8604070,142313,2021-09-07,N,REF,WOTH,10,0
A86040700248B,10247,000248,Walker,Hannah,F,2010-12-20,14,430,8604070,142313,2021-09-08,N,NOT,MWBC,11,0
A86040700249B,10248,000249,Walker,Ian,M,2010-01-21,15,402,8604070,142313,2021-09-09,K,ENG,MWBA,10,0
A86040700250B,10249,000250,Walker,Julia,F,2010-02-22,15,404,8604070,142313,2021-09-10,E,ENB,MWAS,11,0
A86040700251B,10250,000251,Walker,Kevin,M,2010-03-23,15,407,8604070,142313,2021-09-11,N,OTH,AIND,10,1
A86040700252B,10251,000252,Walker,Laura,F,2010-04-24,15,408,8604070,142313,2021-09-12,N,OTB,APKN,11,0
A86040700253B,10252,000253,Walker,Michael,M,2010-05-25,15,410,8604070,142313,2021-09-13,N,REF,ABAN,10,0
A86040700254B,10253,000254,Walker,Nina,F,2010-06-26,15,413,8604070,142313,2021-09-14,K,NOT,BCRB,11,0
