CYPMD_ID,SURNAME,FORENAMES,SEX,DOB,AGE,P_INCL,P_INCL_aims,attendance_year_0,attendance_year_1,attendance_year_2,src_laestab_0,src_laestab_1,src_laestab_2,LAESTAB,URN,UKPRN,ULN,KS4_DISADVANTAGE,ALEV,TOTENTS_ALEV,TOTPTSE_ALEV,ACAD,TOTENTS_ACAD,TOTPTSE_ACAD,TLEV,TOTENTS_TLEV,TOTPTSE_TLEV,AGEN,TOTENTS_AGEN,TOTPTSE_AGEN,TechCert,TOTENTS_TechCert,TOTPTSE_TechCert,TLEVEL,TOTENTS_TLEVEL,TOTPTSE_TLEVEL,L3_FLAG,TechCert_nodisc,L2VOC_nodisc,TLEV_nodisc,TLEV_denom,AGEN_nodisc,AGEN_denom,LearningAimReference,INSCOPE_E,PROGRESS_E,BASE_pts_E,BEST_E,EXEMPT_E,NO_ENTRIES_E,INSCOPE_M,PROGRESS_M,BASE_pts_M,BEST_M,EXEMPT_M,NO_ENTRIES_M,BEST_L3M,InScope_L3M,ACH_L3M,Retention_CompletionStatus,AimSize_Final,CoreAimFlag,Ret_Trigger,InScope_ALEV_Ret,Retained_ALEV_Ret,Ret_Assessed_ALEV,InScope_ALEV_2ndYr,Retained_ALEV_2ndYr,InScope_ACAD_Ret,Retained_ACAD_Ret,Ret_Assessed_ACAD,InScope_ACAD_2ndYr,Retained_ACAD_2ndYr,InScope_TLEV_Ret,Retained_TLEV_Ret,Ret_Assessed_TLEV,InScope_TLEV_2ndYr,Retained_TLEV_2ndYr,InScope_AGEN_Ret,Retained_AGEN_Ret,Ret_Assessed_AGEN,InScope_AGEN_2ndYr,Retained_AGEN_2ndYr,InScope_TechCert_Ret,Retained_TechCert_Ret,Ret_Assessed_TechCert,INCLUDE_B3,B3PTSE_B3,INCLUDE_AAB,AAB_FAC,KS4_Year_Calc
CYP0000460,Vizsla,Molly,F,14/07/2009,16,501,,1,0,0,SC,,,2136327,101173,10008488,6956119508,0,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8PJF1QLB,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,2025
CYP0000461,Woodpecker,Jadzia,F,05/11/2006,18,501,,1,1,0,SC,SC,,2136327,101173,10008488,2515871660,0,1,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2NR52NLP,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.25,1,0,2023
CYP0000462,Janeway,Molly,F,18/07/2009,16,501,,1,0,0,SC,,,2136327,101173,10008488,2770032700,0,0,0,0,1,4,219.17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,HVF9Z2XV,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,0.5,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
CYP0000463,Bashir,Ben,M,07/11/2008,16,501,,1,0,0,SC,,,2136327,101173,10008488,7385263415,0,1,4,10,1,1,65.32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,L6RMFL3F,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.5,1,0,2025
CYP0000464,Sisko,Norman,M,30/03/2007,18,501,,1,1,0,SC,SC,,2136327,101173,10008488,9518221601,0,0,0,0,0,0,0,1,4,313.31,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,G688V696,1,-0.76,2.76,2,,0,0,0,0,0,,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2023
CYP0000465,Kirk,Luke,M,28/10/2006,18,501,,1,1,0,SC,SC,,2136327,101173,10008488,3872920236,0,0,0,0,0,0,0,0,0,0,1,2,62.87,0,0,0,0,0,0,1,0,0,0,0,1,1,T7S6BJLR,0,0,0,0,,1,0,0,0,0,,1,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2023
CYP0000466,Riker,Olive,F,19/02/2008,17,501,,1,1,1,SC,SC,SC,2136327,101173,10008488,3367704310,0,0,0,0,0,0,0,0,0,0,1,4,479.6,0,0,0,0,0,0,1,0,0,0,0,1,1,ZM352PM8,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,2024
CYP0000467,Solo,Kira,F,20/04/2009,16,501,,1,0,0,ILR,,,8808003,130648,10002435,1487587350,1,1,4,11,0,0,0,0,0,0,1,1,90.9,0,0,0,0,0,0,1,0,0,0,0,1,1,77G0DQZH,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,8.25,1,0,2025
CYP0000468,Jones,Sherlock,M,12/12/2007,17,501,,1,1,0,ILR,ILR,,8808003,130648,10002435,4033423665,0,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,GL9FXWWT,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
CYP0000469,Rook,Maggie,F,31/05/2007,18,501,,1,1,0,ILR,ILR,,8808003,130648,10002435,9619926628,0,1,2,4,0,0,0,0,0,0,0,0,0,1,1,47.79,0,0,0,1,1,0,0,0,0,0,W8V0LN3N,0,0,0,0,,1,0,0,0,0,,1,0,1,0,1,0.35,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2023
CYP0000470,Yar,Jyn,F,08/12/1999,25,501,,1,1,0,ILR,ILR,,8808003,130648,10002435,1732519312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,72.32,1,0,0,0,0,0,0,52N5FNQ3,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
CYP0000471,Coyote,Daffy,M,21/03/2009,16,501,,1,0,0,ILR,,,8808003,130648,10002435,3028462480,0,0,0,0,0,0,0,0,0,0,1,4,322.7,0,0,0,0,0,0,1,0,0,0,0,1,1,YND80WET,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2025
CYP0000472,Dameron,Sybil,F,22/02/2007,18,501,,1,1,0,ILR,ILR,,8808003,130648,10002435,8002768253,0,0,0,0,1,3,191.09,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8Z66X6SK,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,0.5,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023
CYP0000473,Jones,Rey,F,13/02/2005,20,501,,1,1,0,ILR,ILR,,8808003,130648,10002435,4914351005,0,0,0,0,1,3,91.76,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,SW68KR22,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
CYP0000474,Blackadder,Mon,F,25/12/2007,17,501,,1,1,1,ILR,ILR,ILR,8808003,130648,10002435,3719014181,1,0,0,0,0,0,0,0,0,0,1,3,152.95,0,0,0,0,0,0,1,0,0,0,0,1,1,Q3AJEAY1,0,0,0,0,,1,1,-1.47,2.47,1,,0,0,0,0,1,0.35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,2024
CYP0000475,Janeway,Compo,M,13/06/2007,18,501,,1,1,0,ILR,ILR,,8808003,130648,10002435,2348993465,0,0,0,0,0,0,0,0,0,0,1,2,143.67,0,0,0,0,0,0,1,0,0,0,0,0,1,KVV6B0EC,1,0.77,2.23,3,,0,1,-0.04,2.04,2,,0,0,0,0,1,0.35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,2023
CYP0000476,Torres,Mickey,M,31/12/2008,16,501,,1,0,0,ILR,,,8808003,130648,10002435,6828618664,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,145.57,0,0,0,1,1,0,0,0,0,0,HHF5TL1Y,1,-1.39,3.39,2,,0,1,-2.09,3.09,1,,0,0,0,0,1,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2025
CYP0000477,Sulu,Bluto,M,24/08/2009,16,501,,1,0,0,ILR,,,8808003,130648,10002435,1291892607,0,1,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,WYTPGB31,1,-0.43,2.43,2,,0,1,-0.34,3.34,3,,0,0,0,0,2,0.5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.25,1,1,2025
CYP0000478,Calrissian,Tim,M,13/08/2006,19,501,,1,1,0,ILR,ILR,,8808003,130648,10002435,6597934134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,268.48,1,0,1,0,0,0,0,WFSVK95J,1,1.67,2.33,4,,0,0,0,0,0,,1,0,0,0,1,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
CYP0000479,Bootle,Manuel,M,07/09/2008,16,501,,1,0,0,ILR,,,8808003,130648,10002435,9361386989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,168.92,1,0,0,0,0,0,0,YLBEER79,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
CYP0000480,Paris,Manuel,M,29/10/2008,16,501,,1,0,0,ILR,,,8808003,130648,10002435,9959710945,1,1,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,C2KKS3AK,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.5,1,1,2025
CYP0000481,Lister,Julian,M,24/09/1999,25,501,,1,1,1,ILR,ILR,ILR,8808003,130648,10002435,5498095763,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,225.17,0,0,0,1,1,0,0,0,0,0,P8CJE7XR,1,-0.28,2.28,2,,0,1,-0.56,2.56,2,,0,0,0,0,1,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2016
CYP0000482,O'Brien,Din,M,19/07/2005,20,501,,1,1,0,ILR,ILR,,8808003,130648,10002435,4198865421,0,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,SM4N7T3H,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.5,1,0,2021
CYP0000483,Brittas,Bridget,F,28/07/2009,16,501,,1,0,0,ILR,,,8808003,130648,10002435,2948429488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,42.15,1,0,0,0,0,0,0,UD3ABEG2,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
CYP0000484,Corbett,Julian,M,03/03/2008,17,501,,1,1,1,ILR,ILR,ILR,8808003,130648,10002435,8136453451,0,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,UDZXM9SA,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,2024
CYP0000485,Paris,Onslow,M,19/10/2008,16,501,,1,0,0,ILR,,,8808003,130648,10002435,1356330603,1,0,0,0,0,0,0,0,0,0,1,3,214.43,0,0,0,0,0,0,1,0,0,0,0,0,1,PAE527RT,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2025
CYP0000486,Vizsla,Tasha,F,03/06/2006,19,501,,1,1,0,ILR,ILR,,8808003,130648,10002435,5504196105,1,0,0,0,0,0,0,0,0,0,1,2,197.8,0,0,0,0,0,0,1,0,0,0,0,1,1,RZ6DE18V,1,0.38,2.62,3,,0,1,-0.28,2.28,2,,0,0,0,0,1,0.35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,2022
CYP0000487,La Forge,Bridget,F,28/05/2009,16,501,,1,0,0,ILR,,,8808003,130648,10002435,3334248722,0,0,0,0,0,0,0,1,1,44.16,1,2,154.77,0,0,0,0,0,0,1,0,0,1,1,1,1,HFEZAC2D,1,0.69,2.31,3,,0,1,-0.89,2.89,2,,1,0,0,0,1,0.35,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2025
CYP0000488,Erso,Ivy,F,05/05/2003,22,501,,1,1,1,ILR,ILR,ILR,8808003,130648,10002435,4441236442,1,1,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,74P1BLPG,0,0,0,0,,1,0,0,0,0,,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.25,1,0,2019
CYP0000489,Bear,Fleur,F,06/11/2006,18,501,,1,1,1,ILR,ILR,ILR,8808003,130648,10002435,3728783673,0,0,0,0,0,0,0,0,0,0,1,2,148.31,0,0,0,0,0,0,1,0,0,0,0,1,1,R37LUML8,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,2023
CYP0000490,McGonagall,Bridget,F,17/08/2007,18,501,,1,1,0,ILR,ILR,,8808003,130648,10002435,3465260174,0,0,0,0,1,4,234.56,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,YGW23ZGZ,1,0.55,3.45,4,,0,1,-0.56,2.56,2,,0,0,0,0,1,0.5,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023
CYP0000491,Weasley,Deanna,F,01/11/2007,17,501,,1,1,0,ILR,ILR,,8808003,130648,10002435,9057984307,0,0,0,0,0,0,0,0,0,0,1,4,230.77,0,0,0,0,0,0,1,0,0,0,0,1,1,J839AG77,0,0,0,0,,1,0,0,0,0,,1,0,0,0,2,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2024
CYP0000492,Weasley,Guinan,F,21/05/2006,19,501,,1,1,1,ILR,ILR,ILR,8808003,130648,10002435,7732162114,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,157.19,0,0,0,1,1,0,0,0,0,0,UK27ZG6V,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2022
CYP0000493,Solo,Stewie,M,29/12/2007,17,501,,1,1,0,ILR,ILR,,8808003,130648,10002435,8523608307,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,232,0,0,0,1,1,0,0,0,0,0,D19KSD4H,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2024
CYP0000494,Bear,Constance,F,03/09/2008,16,501,,1,0,0,ILR,,,8808003,130648,10002435,6619939965,0,0,0,0,0,0,0,0,0,0,1,2,99.98,0,0,0,0,0,0,1,0,0,0,0,1,1,YQ5MATPR,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2025
CYP0000495,Umbridge,Baldrick,M,17/08/2006,19,501,,1,1,0,ILR,ILR,,8808003,130648,10002435,2622055689,0,0,0,0,0,0,0,0,0,0,1,4,331.84,0,0,0,0,0,0,1,0,0,0,0,1,1,R3PMNS06,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,0.35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,2022
CYP0000496,Woodpecker,Finn,M,13/01/2009,16,501,,1,0,0,ILR,,,8808003,130648,10002435,3055273936,0,0,0,0,0,0,0,1,2,181.54,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,FC5XV255,1,1.87,2.13,4,,0,1,1.53,2.47,4,,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
CYP0000497,Crusher,Pavel,M,31/12/2004,20,501,,1,1,0,ILR,ILR,,8808003,130648,10002435,5128933049,1,0,0,0,0,0,0,1,2,134.53,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,A52TATBE,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,0.35,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2021
CYP0000498,Mouse,Rene,M,09/03/2005,20,501,,1,1,1,ILR,ILR,ILR,8808003,130648,10002435,6494453109,0,1,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,T2V4PJ7F,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,0.5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,0,2021
CYP0000499,Blake,Raquel,F,09/03/2009,16,501,,1,0,0,ILR,,,8808003,130648,10002435,8911097892,1,1,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,66JP0NGE,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1,0,2025
CYP0000500,Puddifoot,Compo,M,31/01/2003,22,501,,1,1,1,ILR,ILR,ILR,8808003,130648,10002435,2606470862,1,0,0,0,0,0,0,0,0,0,1,4,256.01,0,0,0,0,0,0,1,0,0,0,0,1,1,E0KAHTAP,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,0.35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2019
CYP0000501,Solo,Jyn,F,23/05/2008,17,501,,1,1,0,ILR,ILR,,8808003,130648,10002435,3515223769,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,271.94,0,0,0,1,1,0,0,0,0,0,00XE1GWK,0,0,0,0,,1,0,0,0,0,,1,0,0,0,2,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2024
CYP0000502,Rimmer,Luke,M,10/12/2002,22,501,,1,1,0,ILR,ILR,,8808003,130648,10002435,6126748956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,156.29,1,0,0,0,0,0,0,7FYDY3M0,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
CYP0000503,Lovegood,Maggie,F,18/02/2008,17,501,,1,1,1,ILR,ILR,ILR,8808003,130648,10002435,4850825248,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,210.09,1,0,0,0,0,0,0,3J4U4H8R,0,0,0,0,,1,0,0,0,0,,1,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
CYP0000504,O'Brien,Blackadder,M,24/03/2008,17,501,,1,1,1,ILR,ILR,ILR,8808003,130648,10002435,6717516887,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,230.2,0,0,0,1,1,0,0,0,0,0,J5S8WP4K,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2024
CYP0000505,McGonagall,Lando,M,14/10/2007,17,501,,1,1,1,ILR,ILR,ILR,8808003,130648,10002435,1432330710,0,0,0,0,1,2,133.26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,E9NZ4NVB,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
CYP0000506,Weasley,Raquel,F,22/09/2008,16,501,,1,0,0,ILR,,,8808003,130648,10002435,3638670490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,279.09,1,0,0,0,0,0,0,R4F2TSHK,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
CYP0000507,Duck,Minerva,F,21/04/2007,18,501,,1,1,1,ILR,ILR,ILR,8808003,130648,10002435,7480572559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,265.38,1,0,0,0,0,0,0,CVEDRFC2,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023
CYP0000508,Scott,Miranda,F,03/11/2007,17,501,,1,1,0,ILR,ILR,,8808003,130648,10002435,4045607582,1,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0Y815G5F,0,0,0,0,,1,0,0,0,0,,1,0,0,0,3,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
CYP0000509,Antilles,Kira,F,12/11/2008,16,501,,1,0,0,ILR,,,8808003,130648,10002435,7888791835,0,0,0,0,0,0,0,1,4,228.31,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,Y1TU69WW,0,0,0,0,,1,0,0,0,0,,1,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
CYP0000510,Harris,Penelope,F,30/06/2008,17,501,,1,1,0,ILR,ILR,,8808003,130648,10002435,7644843476,0,0,0,0,0,0,0,0,0,0,1,4,341.91,0,0,0,0,0,0,1,0,0,0,0,1,1,4HJ643YV,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,0.35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2024
CYP0000511,Woodpecker,Seven,F,20/04/2009,16,501,,1,1,0,ILR,ILR,,8808003,130648,10002435,6321378438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,342.26,1,0,0,0,0,0,0,SVUU257P,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
CYP0000512,Dinkley,Molly,F,09/04/2009,16,501,,1,0,0,ILR,,,8808003,130648,10002435,5637176934,1,0,0,0,0,0,0,1,3,223.63,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,5AJ2388D,1,0.42,2.58,3,,0,1,-0.6,3.6,3,,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
CYP0000513,Sisko,B'Elanna,F,03/11/2007,17,501,,1,1,0,ILR,ILR,,8808003,130648,10002435,7933649196,0,0,0,0,0,0,0,0,0,0,1,2,107.95,0,0,0,1,1,65.31,1,0,0,0,0,1,1,32PFXSVZ,1,0.74,2.26,3,,0,1,1.23,2.77,4,,0,0,0,0,1,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,2024
CYP0000514,Granger,Worf,M,19/03/2006,19,501,,1,1,0,ILR,ILR,,8808003,130648,10002435,2584288034,1,0,0,0,0,0,0,0,0,0,1,4,396.48,0,0,0,0,0,0,1,0,0,0,0,1,1,DES90MXB,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,2022
CYP0000515,Crusher,Jadzia,F,26/10/2008,16,501,,1,0,0,ILR,,,8808003,130648,10002435,5952255182,0,0,0,0,1,4,228.66,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7W4NDJM6,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025
CYP0000516,Bucket,Manny,M,21/01/2009,16,501,,1,0,0,ILR,,,8808003,130648,10002435,7640296994,0,0,0,0,0,0,0,1,2,105.78,1,1,111.75,0,0,0,0,0,0,1,0,0,1,1,1,1,3PDF76JM,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2025
CYP0000517,Brittas,Tim,M,10/09/2006,18,501,,1,1,0,ILR,ILR,,8808003,130648,10002435,3019990441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,286.46,1,0,0,0,0,0,0,SJQWP4KE,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023
CYP0000518,Featherstone,Lisa,F,04/11/2005,19,501,,1,1,1,ILR,ILR,ILR,8808003,130648,10002435,8331098417,0,0,0,0,0,0,0,0,0,0,1,2,184.93,0,0,0,0,0,0,1,0,0,0,0,1,1,910ZEH8V,0,0,0,0,,1,0,0,0,0,,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,2022
